county,town,office,district,party,candidate,votes
Rutland,RUTLAND TOWN,State Treasurer,,Progressive,Don Schramm,144
Rutland,SHREWSBURY,State Treasurer,,Progressive,Don Schramm,70
Rutland,SUDBURY,State Treasurer,,Progressive,Don Schramm,25
Rutland,TINMOUTH,State Treasurer,,Progressive,Don Schramm,43
Rutland,WALLINGFORD,State Treasurer,,Progressive,Don Schramm,109
Rutland,WELLS,State Treasurer,,Progressive,Don Schramm,73
Rutland,WEST HAVEN,State Treasurer,,Progressive,Don Schramm,14
Rutland,WEST RUTLAND,State Treasurer,,Progressive,Don Schramm,105
Washington,BARRE CITY,State Treasurer,,Progressive,Don Schramm,236
Washington,BARRE TOWN,State Treasurer,,Progressive,Don Schramm,213
Washington,BERLIN,State Treasurer,,Progressive,Don Schramm,109
Washington,CABOT,State Treasurer,,Progressive,Don Schramm,104
Washington,CALAIS,State Treasurer,,Progressive,Don Schramm,132
Washington,DUXBURY,State Treasurer,,Progressive,Don Schramm,89
Washington,EAST MONTPELIER,State Treasurer,,Progressive,Don Schramm,183
Washington,FAYSTON,State Treasurer,,Progressive,Don Schramm,87
Washington,MARSHFIELD,State Treasurer,,Progressive,Don Schramm,122
Washington,MIDDLESEX,State Treasurer,,Progressive,Don Schramm,101
Washington,MONTPELIER,State Treasurer,,Progressive,Don Schramm,575
Washington,MORETOWN,State Treasurer,,Progressive,Don Schramm,113
Washington,NORTHFIELD,State Treasurer,,Progressive,Don Schramm,196
Washington,PLAINFIELD,State Treasurer,,Progressive,Don Schramm,105
Washington,ROXBURY,State Treasurer,,Progressive,Don Schramm,46
Washington,WAITSFIELD,State Treasurer,,Progressive,Don Schramm,123
Washington,WARREN,State Treasurer,,Progressive,Don Schramm,156
Washington,WATERBURY,State Treasurer,,Progressive,Don Schramm,297
Washington,WOODBURY,State Treasurer,,Progressive,Don Schramm,70
Washington,WORCESTER,State Treasurer,,Progressive,Don Schramm,76
Windham,ATHENS,State Treasurer,,Progressive,Don Schramm,22
Windham,BRATTLEBORO,State Treasurer,,Progressive,Don Schramm,1005
Windham,BROOKLINE,State Treasurer,,Progressive,Don Schramm,43
Windham,DOVER,State Treasurer,,Progressive,Don Schramm,84
Windham,DUMMERSTON,State Treasurer,,Progressive,Don Schramm,137
Windham,GRAFTON,State Treasurer,,Progressive,Don Schramm,39
Windham,GUILFORD,State Treasurer,,Progressive,Don Schramm,161
Windham,HALIFAX,State Treasurer,,Progressive,Don Schramm,49
Windham,JAMAICA,State Treasurer,,Progressive,Don Schramm,50
Windham,LONDONDERRY,State Treasurer,,Progressive,Don Schramm,118
Windham,MARLBORO,State Treasurer,,Progressive,Don Schramm,89
Windham,NEWFANE,State Treasurer,,Progressive,Don Schramm,134
Windham,PUTNEY,State Treasurer,,Progressive,Don Schramm,214
Windham,ROCKINGHAM,State Treasurer,,Progressive,Don Schramm,272
Windham,STRATTON,State Treasurer,,Progressive,Don Schramm,10
Windham,TOWNSHEND,State Treasurer,,Progressive,Don Schramm,75
Windham,VERNON,State Treasurer,,Progressive,Don Schramm,95
Windham,WARDSBORO,State Treasurer,,Progressive,Don Schramm,39
Windham,WESTMINSTER,State Treasurer,,Progressive,Don Schramm,218
Windham,WHITINGHAM,State Treasurer,,Progressive,Don Schramm,68
Windham,WILMINGTON,State Treasurer,,Progressive,Don Schramm,137
Windham,WINDHAM,State Treasurer,,Progressive,Don Schramm,33
Windsor,ANDOVER,State Treasurer,,Progressive,Don Schramm,40
Windsor,BALTIMORE,State Treasurer,,Progressive,Don Schramm,8
Windsor,BARNARD,State Treasurer,,Progressive,Don Schramm,49
Windsor,BETHEL,State Treasurer,,Progressive,Don Schramm,119
Windsor,BRIDGEWATER,State Treasurer,,Progressive,Don Schramm,53
Windsor,CAVENDISH,State Treasurer,,Progressive,Don Schramm,72
Windsor,CHESTER,State Treasurer,,Progressive,Don Schramm,181
Windsor,HARTFORD,State Treasurer,,Progressive,Don Schramm,577
Windsor,HARTLAND,State Treasurer,,Progressive,Don Schramm,199
Windsor,LUDLOW,State Treasurer,,Progressive,Don Schramm,86
Windsor,NORWICH,State Treasurer,,Progressive,Don Schramm,281
Windsor,PLYMOUTH,State Treasurer,,Progressive,Don Schramm,32
Windsor,POMFRET,State Treasurer,,Progressive,Don Schramm,30
Windsor,READING,State Treasurer,,Progressive,Don Schramm,35
Windsor,ROCHESTER,State Treasurer,,Progressive,Don Schramm,78
Windsor,ROYALTON,State Treasurer,,Progressive,Don Schramm,138
Windsor,SHARON,State Treasurer,,Progressive,Don Schramm,77
Windsor,SPRINGFIELD,State Treasurer,,Progressive,Don Schramm,453
Windsor,STOCKBRIDGE,State Treasurer,,Progressive,Don Schramm,35
Windsor,WEATHERSFIELD,State Treasurer,,Progressive,Don Schramm,161
Windsor,WEST WINDSOR,State Treasurer,,Progressive,Don Schramm,51
Windsor,WESTON,State Treasurer,,Progressive,Don Schramm,48
Windsor,WINDSOR,State Treasurer,,Progressive,Don Schramm,192
Windsor,WOODSTOCK,State Treasurer,,Progressive,Don Schramm,154
Addison,ADDISON,State Treasurer,,Liberty Union,Murray Ngoima,31
Addison,BRIDPORT,State Treasurer,,Liberty Union,Murray Ngoima,38
Addison,BRISTOL,State Treasurer,,Liberty Union,Murray Ngoima,79
Addison,CORNWALL,State Treasurer,,Liberty Union,Murray Ngoima,11
Addison,FERRISBURGH,State Treasurer,,Liberty Union,Murray Ngoima,57
Addison,GOSHEN,State Treasurer,,Liberty Union,Murray Ngoima,7
Addison,GRANVILLE,State Treasurer,,Liberty Union,Murray Ngoima,6
Addison,HANCOCK,State Treasurer,,Liberty Union,Murray Ngoima,19
Addison,LEICESTER,State Treasurer,,Liberty Union,Murray Ngoima,18
Addison,LINCOLN,State Treasurer,,Liberty Union,Murray Ngoima,26
Addison,MIDDLEBURY,State Treasurer,,Liberty Union,Murray Ngoima,87
Addison,MONKTON,State Treasurer,,Liberty Union,Murray Ngoima,43
Addison,NEW HAVEN,State Treasurer,,Liberty Union,Murray Ngoima,30
Addison,ORWELL,State Treasurer,,Liberty Union,Murray Ngoima,28
Addison,PANTON,State Treasurer,,Liberty Union,Murray Ngoima,7
Addison,RIPTON,State Treasurer,,Liberty Union,Murray Ngoima,9
Addison,SALISBURY,State Treasurer,,Liberty Union,Murray Ngoima,22
Addison,SHOREHAM,State Treasurer,,Liberty Union,Murray Ngoima,19
Addison,STARKSBORO,State Treasurer,,Liberty Union,Murray Ngoima,37
Addison,VERGENNES,State Treasurer,,Liberty Union,Murray Ngoima,55
Addison,WALTHAM,State Treasurer,,Liberty Union,Murray Ngoima,9
Addison,WEYBRIDGE,State Treasurer,,Liberty Union,Murray Ngoima,13
Addison,WHITING,State Treasurer,,Liberty Union,Murray Ngoima,1
Bennington,ARLINGTON,State Treasurer,,Liberty Union,Murray Ngoima,77
Bennington,BENNINGTON,State Treasurer,,Liberty Union,Murray Ngoima,255
Bennington,DORSET,State Treasurer,,Liberty Union,Murray Ngoima,48
Bennington,LANDGROVE,State Treasurer,,Liberty Union,Murray Ngoima,2
Bennington,MANCHESTER,State Treasurer,,Liberty Union,Murray Ngoima,79
Bennington,PERU,State Treasurer,,Liberty Union,Murray Ngoima,9
Bennington,POWNAL,State Treasurer,,Liberty Union,Murray Ngoima,105
Bennington,READSBORO,State Treasurer,,Liberty Union,Murray Ngoima,54
Bennington,RUPERT,State Treasurer,,Liberty Union,Murray Ngoima,16
Bennington,SANDGATE,State Treasurer,,Liberty Union,Murray Ngoima,13
Bennington,SEARSBURG,State Treasurer,,Liberty Union,Murray Ngoima,4
Bennington,SHAFTSBURY,State Treasurer,,Liberty Union,Murray Ngoima,69
Bennington,STAMFORD,State Treasurer,,Liberty Union,Murray Ngoima,26
Bennington,SUNDERLAND,State Treasurer,,Liberty Union,Murray Ngoima,17
Bennington,WINHALL,State Treasurer,,Liberty Union,Murray Ngoima,12
Bennington,WOODFORD,State Treasurer,,Liberty Union,Murray Ngoima,10
Caledonia,BARNET,State Treasurer,,Liberty Union,Murray Ngoima,42
Caledonia,BURKE,State Treasurer,,Liberty Union,Murray Ngoima,42
Caledonia,DANVILLE,State Treasurer,,Liberty Union,Murray Ngoima,45
Caledonia,GROTON,State Treasurer,,Liberty Union,Murray Ngoima,24
Caledonia,HARDWICK,State Treasurer,,Liberty Union,Murray Ngoima,46
Caledonia,KIRBY,State Treasurer,,Liberty Union,Murray Ngoima,4
Caledonia,LYNDON,State Treasurer,,Liberty Union,Murray Ngoima,103
Caledonia,NEWARK,State Treasurer,,Liberty Union,Murray Ngoima,22
Caledonia,PEACHAM,State Treasurer,,Liberty Union,Murray Ngoima,17
Caledonia,RYEGATE,State Treasurer,,Liberty Union,Murray Ngoima,15
Caledonia,SAINT JOHNSBURY,State Treasurer,,Liberty Union,Murray Ngoima,121
Caledonia,SHEFFIELD,State Treasurer,,Liberty Union,Murray Ngoima,21
Caledonia,STANNARD,State Treasurer,,Liberty Union,Murray Ngoima,1
Caledonia,SUTTON,State Treasurer,,Liberty Union,Murray Ngoima,24
Caledonia,WALDEN,State Treasurer,,Liberty Union,Murray Ngoima,27
Caledonia,WATERFORD,State Treasurer,,Liberty Union,Murray Ngoima,37
Caledonia,WHEELOCK,State Treasurer,,Liberty Union,Murray Ngoima,19
Chittenden,BOLTON,State Treasurer,,Liberty Union,Murray Ngoima,21
Chittenden,BURLINGTON,State Treasurer,,Liberty Union,Murray Ngoima,505
Chittenden,CHARLOTTE,State Treasurer,,Liberty Union,Murray Ngoima,59
Chittenden,COLCHESTER,State Treasurer,,Liberty Union,Murray Ngoima,194
Chittenden,ESSEX,State Treasurer,,Liberty Union,Murray Ngoima,279
Chittenden,HINESBURG,State Treasurer,,Liberty Union,Murray Ngoima,81
Chittenden,HUNTINGTON,State Treasurer,,Liberty Union,Murray Ngoima,30
Chittenden,JERICHO,State Treasurer,,Liberty Union,Murray Ngoima,84
Chittenden,MILTON,State Treasurer,,Liberty Union,Murray Ngoima,169
Chittenden,RICHMOND,State Treasurer,,Liberty Union,Murray Ngoima,65
Chittenden,SAINT GEORGE,State Treasurer,,Liberty Union,Murray Ngoima,3
Chittenden,SHELBURNE,State Treasurer,,Liberty Union,Murray Ngoima,94
Chittenden,SOUTH BURLINGTON,State Treasurer,,Liberty Union,Murray Ngoima,217
Chittenden,UNDERHILL,State Treasurer,,Liberty Union,Murray Ngoima,68
Chittenden,WESTFORD,State Treasurer,,Liberty Union,Murray Ngoima,52
Chittenden,WILLISTON,State Treasurer,,Liberty Union,Murray Ngoima,126
Chittenden,WINOOSKI,State Treasurer,,Liberty Union,Murray Ngoima,113
Essex,BLOOMFIELD,State Treasurer,,Liberty Union,Murray Ngoima,8
Essex,BRIGHTON,State Treasurer,,Liberty Union,Murray Ngoima,37
Essex,BRUNSWICK,State Treasurer,,Liberty Union,Murray Ngoima,2
Essex,CANAAN,State Treasurer,,Liberty Union,Murray Ngoima,21
Essex,CONCORD,State Treasurer,,Liberty Union,Murray Ngoima,30
Essex,EAST HAVEN,State Treasurer,,Liberty Union,Murray Ngoima,15
Essex,GRANBY,State Treasurer,,Liberty Union,Murray Ngoima,3
Essex,GUILDHALL,State Treasurer,,Liberty Union,Murray Ngoima,4
Essex,LEMINGTON,State Treasurer,,Liberty Union,Murray Ngoima,5
Essex,LUNENBURG,State Treasurer,,Liberty Union,Murray Ngoima,43
Essex,MAIDSTONE,State Treasurer,,Liberty Union,Murray Ngoima,3
Essex,NORTON,State Treasurer,,Liberty Union,Murray Ngoima,6
Essex,VICTORY,State Treasurer,,Liberty Union,Murray Ngoima,1
Franklin,BAKERSFIELD,State Treasurer,,Liberty Union,Murray Ngoima,27
Franklin,BERKSHIRE,State Treasurer,,Liberty Union,Murray Ngoima,21
Franklin,ENOSBURGH,State Treasurer,,Liberty Union,Murray Ngoima,38
Franklin,FAIRFAX,State Treasurer,,Liberty Union,Murray Ngoima,113
Franklin,FAIRFIELD,State Treasurer,,Liberty Union,Murray Ngoima,24
Franklin,FLETCHER,State Treasurer,,Liberty Union,Murray Ngoima,22
Franklin,FRANKLIN,State Treasurer,,Liberty Union,Murray Ngoima,18
Franklin,GEORGIA,State Treasurer,,Liberty Union,Murray Ngoima,71
Franklin,HIGHGATE,State Treasurer,,Liberty Union,Murray Ngoima,38
Franklin,MONTGOMERY,State Treasurer,,Liberty Union,Murray Ngoima,34
Franklin,RICHFORD,State Treasurer,,Liberty Union,Murray Ngoima,35
Franklin,SAINT ALBANS CITY,State Treasurer,,Liberty Union,Murray Ngoima,81
Franklin,SAINT ALBANS TOWN,State Treasurer,,Liberty Union,Murray Ngoima,109
Franklin,SHELDON,State Treasurer,,Liberty Union,Murray Ngoima,30
Franklin,SWANTON,State Treasurer,,Liberty Union,Murray Ngoima,102
Grand Isle,ALBURGH,State Treasurer,,Liberty Union,Murray Ngoima,44
Grand Isle,GRAND ISLE,State Treasurer,,Liberty Union,Murray Ngoima,34
Grand Isle,ISLE LA MOTTE,State Treasurer,,Liberty Union,Murray Ngoima,14
Grand Isle,NORTH HERO,State Treasurer,,Liberty Union,Murray Ngoima,18
Grand Isle,SOUTH HERO,State Treasurer,,Liberty Union,Murray Ngoima,32
Lamoille,BELVIDERE,State Treasurer,,Liberty Union,Murray Ngoima,8
Lamoille,CAMBRIDGE,State Treasurer,,Liberty Union,Murray Ngoima,75
Lamoille,EDEN,State Treasurer,,Liberty Union,Murray Ngoima,21
Lamoille,ELMORE,State Treasurer,,Liberty Union,Murray Ngoima,15
Lamoille,HYDE PARK,State Treasurer,,Liberty Union,Murray Ngoima,48
Lamoille,JOHNSON,State Treasurer,,Liberty Union,Murray Ngoima,53
Lamoille,MORRISTOWN,State Treasurer,,Liberty Union,Murray Ngoima,85
Lamoille,STOWE,State Treasurer,,Liberty Union,Murray Ngoima,68
Lamoille,WATERVILLE,State Treasurer,,Liberty Union,Murray Ngoima,20
Lamoille,WOLCOTT,State Treasurer,,Liberty Union,Murray Ngoima,23
Orange,BRADFORD,State Treasurer,,Liberty Union,Murray Ngoima,51
Orange,BRAINTREE,State Treasurer,,Liberty Union,Murray Ngoima,22
Orange,BROOKFIELD,State Treasurer,,Liberty Union,Murray Ngoima,44
Orange,CHELSEA,State Treasurer,,Liberty Union,Murray Ngoima,21
Orange,CORINTH,State Treasurer,,Liberty Union,Murray Ngoima,50
Orange,FAIRLEE,State Treasurer,,Liberty Union,Murray Ngoima,27
Orange,NEWBURY,State Treasurer,,Liberty Union,Murray Ngoima,43
Orange,ORANGE,State Treasurer,,Liberty Union,Murray Ngoima,27
Orange,RANDOLPH,State Treasurer,,Liberty Union,Murray Ngoima,118
Orange,STRAFFORD,State Treasurer,,Liberty Union,Murray Ngoima,34
Orange,THETFORD,State Treasurer,,Liberty Union,Murray Ngoima,69
Orange,TOPSHAM,State Treasurer,,Liberty Union,Murray Ngoima,27
Orange,TUNBRIDGE,State Treasurer,,Liberty Union,Murray Ngoima,34
Orange,VERSHIRE,State Treasurer,,Liberty Union,Murray Ngoima,19
Orange,WASHINGTON,State Treasurer,,Liberty Union,Murray Ngoima,21
Orange,WEST FAIRLEE,State Treasurer,,Liberty Union,Murray Ngoima,23
Orange,WILLIAMSTOWN,State Treasurer,,Liberty Union,Murray Ngoima,58
Orleans,ALBANY,State Treasurer,,Liberty Union,Murray Ngoima,27
Orleans,BARTON,State Treasurer,,Liberty Union,Murray Ngoima,41
Orleans,BROWNINGTON,State Treasurer,,Liberty Union,Murray Ngoima,11
Orleans,CHARLESTON,State Treasurer,,Liberty Union,Murray Ngoima,35
Orleans,COVENTRY,State Treasurer,,Liberty Union,Murray Ngoima,17
Orleans,CRAFTSBURY,State Treasurer,,Liberty Union,Murray Ngoima,26
Orleans,DERBY,State Treasurer,,Liberty Union,Murray Ngoima,73
Orleans,GLOVER,State Treasurer,,Liberty Union,Murray Ngoima,29
Orleans,GREENSBORO,State Treasurer,,Liberty Union,Murray Ngoima,12
Orleans,HOLLAND,State Treasurer,,Liberty Union,Murray Ngoima,20
Orleans,IRASBURG,State Treasurer,,Liberty Union,Murray Ngoima,20
Orleans,JAY,State Treasurer,,Liberty Union,Murray Ngoima,6
Orleans,LOWELL,State Treasurer,,Liberty Union,Murray Ngoima,22
Orleans,MORGAN,State Treasurer,,Liberty Union,Murray Ngoima,15
Orleans,NEWPORT CITY,State Treasurer,,Liberty Union,Murray Ngoima,68
Orleans,NEWPORT TOWN,State Treasurer,,Liberty Union,Murray Ngoima,22
Orleans,TROY,State Treasurer,,Liberty Union,Murray Ngoima,30
Orleans,WESTFIELD,State Treasurer,,Liberty Union,Murray Ngoima,10
Orleans,WESTMORE,State Treasurer,,Liberty Union,Murray Ngoima,5
Rutland,BENSON,State Treasurer,,Liberty Union,Murray Ngoima,27
Rutland,BRANDON,State Treasurer,,Liberty Union,Murray Ngoima,73
Rutland,CASTLETON,State Treasurer,,Liberty Union,Murray Ngoima,93
Rutland,CHITTENDEN,State Treasurer,,Liberty Union,Murray Ngoima,35
Rutland,CLARENDON,State Treasurer,,Liberty Union,Murray Ngoima,62
Rutland,DANBY,State Treasurer,,Liberty Union,Murray Ngoima,30
Rutland,FAIR HAVEN,State Treasurer,,Liberty Union,Murray Ngoima,43
Rutland,HUBBARDTON,State Treasurer,,Liberty Union,Murray Ngoima,19
Rutland,IRA,State Treasurer,,Liberty Union,Murray Ngoima,4
Rutland,KILLINGTON,State Treasurer,,Liberty Union,Murray Ngoima,47
Rutland,MENDON,State Treasurer,,Liberty Union,Murray Ngoima,24
Rutland,MIDDLETOWN SPRINGS,State Treasurer,,Liberty Union,Murray Ngoima,18
Rutland,MOUNT HOLLY,State Treasurer,,Liberty Union,Murray Ngoima,42
Rutland,MOUNT TABOR,State Treasurer,,Liberty Union,Murray Ngoima,4
Rutland,PAWLET,State Treasurer,,Liberty Union,Murray Ngoima,22
Rutland,PITTSFIELD,State Treasurer,,Liberty Union,Murray Ngoima,22
Rutland,PITTSFORD,State Treasurer,,Liberty Union,Murray Ngoima,55
Rutland,POULTNEY,State Treasurer,,Liberty Union,Murray Ngoima,76
Rutland,PROCTOR,State Treasurer,,Liberty Union,Murray Ngoima,37
Rutland,RUTLAND CITY,State Treasurer,,Liberty Union,Murray Ngoima,302
Rutland,RUTLAND TOWN,State Treasurer,,Liberty Union,Murray Ngoima,73
Rutland,SHREWSBURY,State Treasurer,,Liberty Union,Murray Ngoima,55
Rutland,SUDBURY,State Treasurer,,Liberty Union,Murray Ngoima,16
Rutland,TINMOUTH,State Treasurer,,Liberty Union,Murray Ngoima,14
Rutland,WALLINGFORD,State Treasurer,,Liberty Union,Murray Ngoima,44
Rutland,WELLS,State Treasurer,,Liberty Union,Murray Ngoima,28
Rutland,WEST HAVEN,State Treasurer,,Liberty Union,Murray Ngoima,8
Rutland,WEST RUTLAND,State Treasurer,,Liberty Union,Murray Ngoima,63
Washington,BARRE CITY,State Treasurer,,Liberty Union,Murray Ngoima,106
Washington,BARRE TOWN,State Treasurer,,Liberty Union,Murray Ngoima,89
Washington,BERLIN,State Treasurer,,Liberty Union,Murray Ngoima,39
Washington,CABOT,State Treasurer,,Liberty Union,Murray Ngoima,29
Washington,CALAIS,State Treasurer,,Liberty Union,Murray Ngoima,40
Washington,DUXBURY,State Treasurer,,Liberty Union,Murray Ngoima,26
Washington,EAST MONTPELIER,State Treasurer,,Liberty Union,Murray Ngoima,32
Washington,FAYSTON,State Treasurer,,Liberty Union,Murray Ngoima,22
Washington,MARSHFIELD,State Treasurer,,Liberty Union,Murray Ngoima,47
Washington,MIDDLESEX,State Treasurer,,Liberty Union,Murray Ngoima,38
Washington,MONTPELIER,State Treasurer,,Liberty Union,Murray Ngoima,103
Washington,MORETOWN,State Treasurer,,Liberty Union,Murray Ngoima,34
Washington,NORTHFIELD,State Treasurer,,Liberty Union,Murray Ngoima,52
Washington,PLAINFIELD,State Treasurer,,Liberty Union,Murray Ngoima,24
Washington,ROXBURY,State Treasurer,,Liberty Union,Murray Ngoima,17
Washington,WAITSFIELD,State Treasurer,,Liberty Union,Murray Ngoima,39
Washington,WARREN,State Treasurer,,Liberty Union,Murray Ngoima,45
Washington,WATERBURY,State Treasurer,,Liberty Union,Murray Ngoima,74
Washington,WOODBURY,State Treasurer,,Liberty Union,Murray Ngoima,23
Washington,WORCESTER,State Treasurer,,Liberty Union,Murray Ngoima,15
Windham,ATHENS,State Treasurer,,Liberty Union,Murray Ngoima,16
Windham,BRATTLEBORO,State Treasurer,,Liberty Union,Murray Ngoima,238
Windham,BROOKLINE,State Treasurer,,Liberty Union,Murray Ngoima,11
Windham,DOVER,State Treasurer,,Liberty Union,Murray Ngoima,44
Windham,DUMMERSTON,State Treasurer,,Liberty Union,Murray Ngoima,50
Windham,GRAFTON,State Treasurer,,Liberty Union,Murray Ngoima,25
Windham,GUILFORD,State Treasurer,,Liberty Union,Murray Ngoima,51
Windham,HALIFAX,State Treasurer,,Liberty Union,Murray Ngoima,22
Windham,JAMAICA,State Treasurer,,Liberty Union,Murray Ngoima,23
Windham,LONDONDERRY,State Treasurer,,Liberty Union,Murray Ngoima,42
Windham,MARLBORO,State Treasurer,,Liberty Union,Murray Ngoima,18
Windham,NEWFANE,State Treasurer,,Liberty Union,Murray Ngoima,46
Windham,PUTNEY,State Treasurer,,Liberty Union,Murray Ngoima,62
Windham,ROCKINGHAM,State Treasurer,,Liberty Union,Murray Ngoima,115
Windham,STRATTON,State Treasurer,,Liberty Union,Murray Ngoima,6
Windham,TOWNSHEND,State Treasurer,,Liberty Union,Murray Ngoima,42
Windham,VERNON,State Treasurer,,Liberty Union,Murray Ngoima,48
Windham,WARDSBORO,State Treasurer,,Liberty Union,Murray Ngoima,29
Windham,WESTMINSTER,State Treasurer,,Liberty Union,Murray Ngoima,79
Windham,WHITINGHAM,State Treasurer,,Liberty Union,Murray Ngoima,38
Windham,WILMINGTON,State Treasurer,,Liberty Union,Murray Ngoima,51
Windham,WINDHAM,State Treasurer,,Liberty Union,Murray Ngoima,19
Windsor,ANDOVER,State Treasurer,,Liberty Union,Murray Ngoima,20
Windsor,BALTIMORE,State Treasurer,,Liberty Union,Murray Ngoima,8
Windsor,BARNARD,State Treasurer,,Liberty Union,Murray Ngoima,70
